Name,Surname
Sully,Lecroix
Roux,Margaux
Sylvester,Marquess
Sidonie,Montagne
Tancrède,Pierrepont
Silvie,Troix
Téo,Trudeau
Sorrel,Vernier
Théo,Vuitton
Sorrell,Yves
Théodore,Ardennes‎
Suzie,Boufflers‎
Tiago,Bressieux‎
Talya,Condé
Timon,De Braose
Violette,De Burgh
Valentin,De Cantilupe
Adette,De Fontenay
Adélard,De la Pole 
Agathe,De Lacy 
Antonin,De Lancey‎
Albertine,De Mirabeau‎
Armand,De Montagu
Alouette,De Salis
Arnoux,De Warenne
Amalia,D’Este
Basile,Fiennes 
Amour,Folliot de Crenneville‎
Beauchamp,Lascaris‎
Apolline,Lascelles
Boniface,Le Roux‎
Burgundy,Le Strange
Dartagnan,Maillé‎
Celestine,Potier‎
Deveraux,Proude
Chantilly,Prouvost‎
Diego,Roussillon
Constance,Sablé‎
Eliott,Vermandois‎
Coralie,Vernier‎
Fabio,Villeneuve
Emmanuelle,Aragon
Flavio,Battencourt‎
Ernestine,Beauvilliers‎
Florentin,Boleyn
Florent,Bourbon‎
Florin,Bourchier
Florette,Bullion
François-Xavier,Burgundy
Ghislaine,Cadieux
Gaston,Charteris
Gwendoline,Chopin
Gustave,Conti
Héloïse,Courtenay‎
Hadrien,De Geoffre‎
Honore,De la Court
Idris,De la Pole
Honorine,De la Roche‎
Isaac,De Lacy
Jeanette,De Vere
Isidore,Descartes‎
Larue,Du Pont‎
Jean-François,Flanders
Léontine,Givenchy‎
Jean-Paul,LaSalle
Léopoldine,Montfort‎
Joseph,Montmorency‎
Lizette,Normandy
Léandro,Rivoli
Lucille,Rothschild
Lorenzo,Toulouse‎
Maëlys,Villiers
Lucien,See all Last Names by Nationality ~ Start Here
Magdalen,See all Girl Name Categories ~ Start Here
Luis,See all Boy Name Categories ~ Start Here
Marcelline,See all Girl Name Categories ~ Start Here
Manuel,See all Boy Name Categories ~ Start Here
Margeaux,
Mathéo,
Margo,
Mathys,
Marylou,
Miguel,
Mélisande,
Naïm,
Melisandre,
Napoléon,
Mignon,
Noah,
Mirabelle,
Oscar,
Mirielle,
Paolo,
Noèle,
Pascale,
Pierette,
Philémon,
Reinette,
Philippe-Alexandre,
Roselle,
Prewitt,
Rosemarie,
Reynard,
Satine,
Roland,
Séraphine,
Salinger,
Suzette,
Sandro,
Thaïs,
Séverin,
Turquoise,
Sohan,
Vedette,
Tanguy,
Yseult,
Thiago,
Yves,
Tino,
Zenaida,
Ugo,
Zéphyrine,
Vidal,
Abélia,
Abel,
Abella,
Adrian,
Amabel,
Ames,
Amabelle,
Antonie,
Amalie,
Bayard,
Ambre,
Beauregard,
Anabelle,
Bonaventure,
Anastasie,
Boris,
Anelise,
Bouvier,
Arabelle,
Caton,
Arlette,
Chevalier,
Assia,
Clemence,
Avril,
Constantin,
Brie,
Dominic,
Brittany,
Donatien,
Camila,
Dorian,
Chamonix,
Edgar,
Chardonnay,
Eliot,
Clarisse,
Éloi,
Croix,
Évariste,
Délia,
Faron,
Délice,
Florian,
Désirée,
Florimond,
Devereaux,
François-Pierre,
Eléanore,
Gérald,
Élénora,
Gilbert,
Elinore,
Hélier,
Ellie,
Herbert,
Emilia,
Horace,
Emilienne,
Hubert,
Fabienne,
Ilyan,
Fabiola,
Ilyes,
Frostine,
Jean-Charles,
Georgette,
Julian,
Henrietta,
Lamar,
Jasmine,
Larue,
Josette,
Laurentin,
Katia,
Léonard,
Lilou,
Lou,
Louna,
Lyam,
Maria,
Malik,
Maribel,
Marvin,
Mariel,
Nathanaël,
Maya,
Neville,
Mélody,
Noa,
Minette,
Noam,
Naomi,
Norman,
Odelia,
Odilon,
Ottilie,
Orville,
Patrice,
Paulin,
Sojourner,
Percival,
Solange,
Philibert,
Soleil,
Pierre-Emmanuel,
Soline,
Pierre-Yves,
Sophia,
Renée,
Vivienne,
Ryan,
Yasmina,
Simon,
Yvette,
Soan,
Zenia,
Théophane,
Zoé,
Valentine,
Eleonore,
Vitus,
Aramis,
Axel,
Astrid,
Azure,
Axelle,
Blaise,
Azure,
Blaize,
Calais,
Calvin,
Cléa,
Cavalier,
Crescent,
Chance,
Déja,
Dax,
Ember,
Eddy,
Etienne,
Gage,
Harlequin,
German,
Jules,
Lancelot,
Landry,
Logan,
Laramie,
Luka,
Lucette,
Marin,
Luna,
Mars,
Marine,
Marseilles,
Maxim,
Marshall,
Monet,
Maxim,
Morgana,
Néo,
Mystique,
Raine,
Océane,
Rainier,
Réba,
Ranger,
Régine,
Roman,
Roxanne,
Salomon,
Saber,
Samson,
Seychelle,
Talon,
Solstice,
Urbain,
Sydney,
Xavière,
Toulouse,
Zachary,
Victorine,
Zack,
Zélie,
Zayn,
Angeline,
Abraham,
Appoline,
Aïden,
Barbara,
Alan,
Bernadette,
Albert,
Blanche,
Albin,
Cassandra,
Alfred,
Cécilia,
Algernon,
Céleste,
Aloïs,
Celia,
Anatol,
Charlène,
Anatole,
Cheryl,
Antione,
Claude,
Anton,
Claudine,
Arsène,
Cynthia,
Barthélémy,
Daphné,
Benard,
Déborah,
Constant,
Eléna,
Cosme,
Eloïse,
Darcy,
Esme,
Davide,
Estee,
Dennis,
Esther,
Edmond,
Evelyne,
Emile,
France,
Ernest,
Francine,
Eugène,
Géraldine,
Eustache,
Gertrude,
Fernand,
Gilberte,
Firmin,
Ginette,
Frank,
Gladys,
Gaétan,
Ida,
Geoffroy,
Inaya,
Géraud,
Irène,
Germaine,
Iris,
Grégory,
Isadora,
Harold,
Jean,
Honoré,
Joséphine,
Humbert,
Judith,
Jean-Noël,
Juliet,
Jeremy,
Kyara,
Jonathan,
Laetitia,
Kamil,
Laya,
Lambert,
Léna,
Lamont,
Linda,
Léonce,
Linnet,
Léopold,
Lison,
Leroy,
Livie,
Marcelin,
Lorraine,
Marcelle,
Louane,
Matthew,
Louisiana,
Melvin,
Maelle,
Melvyn,
Marian,
Michaël,
Maud,
Michéle,
Mavis,
Mickaël,
Mélina,
Narcisse,
Miya,
Norbert,
Muriel,
Normand,
Nancy,
Norris,
Odetta,
Obéron,
Oralie,
Octave,
Paméla,
Pierre-Antoine,
Paulette,
Pierre-Louis,
Pénélope,
Raoul,
Prudence,
Raphaël,
Rachel,
Raymond,
Renee,
Russell,
Rosalie,
Sidney,
Roseline,
Silvestre,
Sandra,
Terrance,
Satin,
Terrence,
Théodora,
Théophile,
Thérèse,
Thibaut,
Véra,
Vadim,
Yasmine,
Yaël,
Zenna,
Yvon,
Anaise,
Alban,
Ariane,
Aldric,
Augustine,
Alphonse,
Aurel,
Amadou,
Aveline,
Amaury,
Bérénice,
Amour,
Bernardine,
Andrée,
Camélia,
Aurelian,
Candice,
Avriel,
Christiane,
Ciel,
Citron,
Demetre,
Clemence,
Dieudonné,
Églantine,
Émeric,
Elvéra,
Évrard,
Eponine,
Gaspard,
Faustine,
Gervaise,
Fayette,
Giulian,
Fleurette,
Jacque,
Florentine,
Jean-Luc,
Floriane,
Kaylan,
Florine,
Kilian,
Georgine,
Kyllian,
Henriette,
Lafayette,
Hermine,
Leonello,
Iolanthe,
Louka,
Jonquille,
Lumière,
Juliane,
Lyon,
Liana,
Macon,
Lola,
Marcellus,
Lunette,
Maximilien,
Marceline,
Melchior,
Marielle,
Merle,
Mariette,
Nestor,
Modestine,
Rupert,
Ninon,
Sixte,
Octavie,
Tavin,
Olivette,
Thayer,
Ottoline,
Thoreau,
Romilly,
Timothée,
Rosette,
Ulisses,
Severine,
Valérian,
Sigourney,
Vianney,
Tatiana,
Villiers,
Thea,
Younes,
Valériane,
Zacharie,
