Name,Surname
Kunio,Matsui
Maki,Sakurai
Akira,Chiba
Sayuri,Ida
Toru,Kubo
Miki,Sugawara
Yoshiaki,Kinoshita
Ayumi,Takada
Noboru,Nomura
Rika,Asai
Yuji,Asano
Manami,Daisen
Takao,Fujikawa
Satomi,Fujisawa
Yasuo,Fukui
Kana,Hattori
Yoshihiro,Higashi
Aya,Higuchi
Nobuyuki,Hirai
Saki,Honma
Shozo,Hoshino
Yuri,Hotta
Tamotsu,Imamura
Akane,Imoto
Yuichi,Imura
Haruna,Inaba
Kazunori,Ishihara
Miho,Iwamoto
Hisashi,Iwasaki
Hana,Iwata
Toshio,Kan
Yuka,Kaneda
Isamu,Kano
Risa,Kasai
Susumu,Kataoka
Yuna,Kawamoto
Tsuneo,Kawano
Nana,Kawasaki
Atsushi,Kimoto
Sakura,Kishimoto
Masahiro,Kita
Aoi,Kitamura
Hitoshi,Kitano
Mai,Koga
Takeo,Komatsu
Eri,Kusakabe
Shuji,Makino
Hinata,Matsuo
Kazuki,Matsushita
Nozomi,Matsuura
Haruo,Miyata
Shiori,Mochizuki
Satoru,Morishita
Minami,Nagai
Genichi,Naito
Nanami,Nakanishi
Ichiro,Nakao
Momoka,Nakashima
Shoji,Nakatani
Kanako,Nishida
Keiichi,Nishino
Emi,Oba
Katsuji,Ohara
Riko,Oikawa
Kazuya,Okabe
Haruka,Okamura
Hiromitsu,Okawa
Asuka,Okazaki
Koji,Okubo
Moe,Okura
Hisao,Onishi
Sayaka,Osaki
Nobuo,Osawa
Tomomi,Oshima
Mitsuo,Sakaguchi
Natsumi,Sano
Jiro,Shirai
Yuriko,Shiraishi
Tomohiro,Sugiura
Ami,Taketa
Koichi,Tokuda
Chika,Tomita
Shigeharu,Tsuchiya
Yukari,Yaguchi
Ryota,Yamagishi
Mina,Yano
Hajime,Yoshikawa
Kaho,Araki
Yosuke,Enomoto
Ayano,Fukazawa
Kenta,Fukuhara
Momoko,Hatanaka
Shinji,Hidaka
Marika,Iguchi
Yusuke,Inagaki
Satsuki,Ishiguro
Daiki,Itakura
Hikari,Kageyama
Toshihiro,Kamiya
Arisa,Kawahara
Masaki,Kawara
Madoka,Kihara
Yukihiro,Kishida
Honoka,Kitajima
Kenichi,Koizumi
Kiko,Kokubo
Takuya,Koyanagi
Suki,Kurata
Kazuhiro,Kurita
Aika,Kuroda
Ami,Kuroki
Aiko,Kurosawa
Aoki,Mishima
Akari,Mitsui
Aoto,Morioka
Akemi,Moriya
Asa,Naka
Akina,Nakamoto
Benjiro,Nakasato
Akira,Ninomiya
Botan,Nishi
Amaya,Nishimoto
Chikao,Ochiai
Asami,Ohira
Chimon,Oshiro
Asuna,Sakagami
Daichi,Sakuma
Ayami,Seto
Eito,Shimura
Ayane,Shindo
Enmei,Shinoda
Chihiro,Shinohara
Enzo,Sugihara
Ena,Tachibana
Fuji,Taira
Hanae,Takai
Fumihiro,Takamatsu
Haru,Takase
Genji,Takenaka
Harumi,Tatsumi
Genkei,Tezuka
Haya,Tokunaga
Giichi,Torii
Hayami,Toshima
Goku,Toyama
Himawari,Toyoda
Goro,Tsujimoto
Hina,Tsuruta
Habiki,Tsutsui
Hiromi,Aida
Haku,Aihara
Izumi,Akita
Haru,Asakura
Kaida,Baba
Hibiki,Chino
Kaiya,Doi
Hiro,Eto
Kamiko,Fujimura
Hotaru,Fujino
Kanna,Fujioka
Itachi,Haga
Katana,Handa
Jin,Hatano
Kaya,Hino
Jun,Horie
Kiki,Horii
Junichiro,Hoshi
Kimi,Inada
Kaede,Inui
Koa,Iwaki
Kaemon,Iwasa
Kohana,Izumi
Kage,Kai
Koko,Kajiwara
Kaito,Kawabe
Maiya,Kawai
Kaiyo,Kida
Mako,Kido
Kanon,Kinjo
Mana,Kiyono
Keiji,Koda
Mari,Koide
Keisuke,Koike
Mayu,Komori
Ken,Konno
Mei,Kuno
Kenshin,Maki
Midori,Matsuno
Kenzo,Miki
Mieko,Mimura
Keola,Miyajima
Mika,Mukai
Kota,Muto
Mikasa,Naiya
Kotaro,Nanba
Miko,Nozawa
Mako,Oi
Mirai,Oishi
Miran,Oka
Misa,Oku
Niko,Omura
Miya,Onuma
Nori,Otsu
Miyah,Ouchi
Oda,Shima
Miyoko,Shimoda
Raden,Shina
Miyuki,Sonoda
Raeden,Suda
Mizuki,Tada
Rai,Tani
Nami,Ueki
Raiden,Uno
Nara,Yagi
Raidon,Yamaoka
Nori,Yoshii
Ren,Yoshioka
Rai,Akiyama
Renzo,Amano
Rei,Eguchi
Reo,Ezaki
Reika,Furukawa
Riko,Furuya
Reina,Hamada
Riku,Hayakawa
Rin,Hirata
Rio,Hirayama
Rini,Hirose
Ronin,Hori
Rio,Igarashi
Rui,Kanda
Rumi,Katayama
Ruka,Kitagawa
Sada,Kurihara
Ryo,Maekawa
Sai,Matsubara
Ryu,Matsumura
Sakai,Matsunaga
Ryuu,Matsuoka
Saori,Minami
Sana,Miyagawa
Saya,Miyake
Sasuke,Miyashita
Sora,Mizuno
Shiro,Mizutani
Sumire,Morimoto
Sora,Nagano
Takara,Nagao
Souta,Nagashima
Tami,Nagata
Taji,Nakai
Tora,Nakazawa
Takai,Narita
Tsunade,Nishiyama
Thunder,Ogura
Umi,Ohashi
Tokyo,Okuda
Yoshi,Okumura
Toma,Omori
Yuki,Osada
Touma,Ozawa
Yumiko,Sawada
Yoshi,Shibuya
Aimi,Shoji
Akemi,Sugimoto
Airi,Taguchi
Akito,Takayama
Aka,Tanabe
Aneko,Terada
Akasuki,Uchiyama
Banri,Uehara
Ame,Uemura
Bunta,Wakabayashi
Asa,Yamanaka
Chiasa,Yamauchi
Asaka,Yasuda
Chibi,Yokota
Ayeka,Yoshimura
Chiko,Yoshino
Ayuka,Arita
Chiye,Chinen
Ayumu,Ebara
Dai,Ebihara
Azuna,Eda
Daigo,Enzan
Chiasa,Fujisaki
Danno,Fukaya
Ema,Fukushima
Denji,Furuta
Hachi,Gezan
Eiko,Hagihara
Hanako,Hamano
Fusao,Hashiguchi
Harue,Hika
Hachi,Ijima
Haruhi,Ino
Hironori,Ishiwata
Himari,Itagaki
Ikuye,Izawa
Hisa,Izuka
Isao,Kodama
Homare,Koken
Iwao,Komuro
Hoshi,Konpon
Jirou,Kusano
Jun,Kuwahara
Kairi,Maehara
Kairi,Mihara
Kamaye,Miyadokorono
Karen,Mizuguchi
Kame,Muraoka
Kiku,Naikai
Kanna,Nakane
Kikuko,Namiki
Kaoru,Naruse
Kimika,Nokami
Katsunori,Numata
Kirika,Ohata
Kei,Onodera
Kita,Oya
Kin,Risshaku
Kokomi,San-Kyo
Ko,San-Rin
Kokona,Sanson
Kojii,Sekine
Koyuki,Senken
Koto,Seo
Kumi,Shibazaki
Kuma,Shigeki
Kurumi,Shinta
Kuro,Soma
Maemi,Someya
Mai,Sone
Mameha,Sugai
Manae,Suijo
Mami,Tabuchi
Mareo,Tahata
Masami,Taiboku
Marise,Tamai
Miku,Taue
Maru,Tsuji
Mio,Tsunoda
Masa,Ueyama
Misako,Yanagi
Masao,Aizawa
Miyu,Arima
Masaye,Hatakeyama
Momiji,Hirota
Matsu,Horiuchi
Morika,Ichimura
Michio,Ihara
Nagi,Ishizuka
Mikio,Kameda
Nagisa,Kanai
Morie,Kanazawa
Natsuki,Kasahara
Nana,Kawabata
Ohta,Kawata
Nao,Kishi
Oishi,Kitazawa
Osuke,Machida
Rikka,Mashiko
Saku,Matsushima
Runa,Matsuyama
Seiua,Matsuzaki
Saku,Mikami
Shigeo,Mita
Sana,Miyagi
Shogo,Miyazawa
Seika,Miyoshi
Shohta,Morikawa
Seina,Moriyama
Shōta,Murai
Shika,Muramatsu
Soma,Nagasawa
Sumi,Nishio
Souji,Nonaka
Suzu,Obata
Taro,Oe
Taka,Okano
Tarou,Saeki
Taki,Sakakibara
Teijo,Shiga
Tama,Sugita
Tomi,Takei
Tamako,Takemoto
Tomoka,Tamaki
Tamami,Tashiro
Tora,Toda
Tsubaki,Tominaga
Uta,Tomioka
Umeko,Tsuda
Yori,Tsutsumi
Uta,Tsuzuki
Youta,Uematsu
Wakana,Usui
Yuki,Wakamatsu
Yama,Yamakawa
Yukiya,Yamane
Youta,Yanagisawa
Yumena,Yoshimoto
Yubi,Aoyagi
Yuto,Asada
Yuina,Dobashi
Yuu,Fukumoto
Yuuka,Fukuyama
Yuuki,Furusawa
Azami,Hamazaki
Akari,Hayasaka
Chiye,Hayashida
Akimitsu,Hiraoka
Chiyoko,Hosaka
Akinobu,Hosoda
Chizue,Hosoya
Asahi,Hyugawa
Fumiye,Imaizumi
Chiharu,Inomata
Hanaye,Isobe
Chihiro,Iwashita
Haruki,Kamei
Chikafusa,Kamiyama
Hinano,Kashiwagi
Daishiro,Katagiri
Hirona,Kawada
Ginjiro,Kawahata
Hiyori,Kawauchi
Haruka,Kitahara
Honami,Komiya
Haruki,Komura
Iwa,Kosaka
Haruko,Kunai
Kaede,Kurayami
Haruto,Makkura
Kairy,Masaki
Hayato,Matsukawa
Kazane,Matsuzawa
Hideharu,Minakawa
Kimiye,Mitani
Hikaru,Miyahara
Kiwa,Nagayama
Hiroaki,Nishihara
Kohaku,Nishisawa
Hirohito,Nozaki
Koharu,Ogiwara
Hiroki,Okuyama
Koyuru,Otani
Hiroyoshi,Otsubo
Kozue,Otsuki
Hisahito,Ozeki
Kyouko,Senda
Junpei,Shimamura
Maeko,Shimazaki
Kamiko,Shimomura
Makaira,Shinozaki
Kamin,Takimoto
Manae,Tanimoto
Karou,Terashima
Masae,Tsukada
Katsuro,Umeda
Masaye,Usami
Kazumi,Yajima
Michi,Yami
Keitaro,Yamiyo
Michiru,Yanagida
Kenchiro,Yokoi
Michiye,Yoneda
Kohana,See all Last Names by Nationality ~ Start Here
Mie,See all Girl Name Categories ~ Start Here
Kunihiro,See all Boy Name Categories ~ Start Here
Mihoko,See all Girl Name Categories ~ Start Here
Kyō,See all Boy Name Categories ~ Start Here
Minako,
Kyou,
Miran,
Mamoru,
Misaye,
Manabu,
Mitsue,
Maro,
Momo,
Masakatsu,
Murasaki,
Masakazu,
Namie,
Masami,
Nariko,
Masanobu,
Ruri,
Masaru,
Ryo,
Minato,
Ryoko,
Minoru,
Sachie,
Mitsuhiro,
Sakaye,
Mitsuye,
Sakiko,
Miyo,
Sanaye,
Nobu,
Satoko,
Ritsu,
Shigeko,
Rokuro,
Shiki,
Ryōta,
Shizuka,
Shichiro,
Sueko,
Shinjiro,
Suzume,
Shiori,
Tamaki,
Suguru,
Tamiko,
Tadahiro,
Taru,
Taiga,
Tomoka,
Taiyo,
Tsubasa,
Takahiro,
Ume,
Takumi,
Yuno,
Tomoya,
Yuriye,
Yasu,
Yutsuki,
Yuma,
Yuzu,
Yuzuru,
Yuzuki,
Zenjiro,
Asayo,
Aki,
Chiharu,
Akiara,
Chinatsu,
Aoi,
Chiyo,
Atsuo,
Chuya,
Ayumu,
Fuyuko,
Etsuo,
Gen,
Harue,
Hatsu,
Hatsuko,
Hayate,
Hideki,
Hibiki,
Hideyoshi,
Hiroki,
Hiraku,
Hisano,
Hiromichi,
Hotaru,
Hiroto,
Ichiyo,
Hitomu,
Ikuye,
Hoshi,
Ima,
Hyousuke,
Iori,
Joben,
Kai,
Katash,
Kasumi,
Katsumi,
Katsumi,
Katsutoshi,
Kayo,
Kioshi,
Kazumi,
Kishi,
Kei,
Kōki,
Kimiyo,
Kouichi,
Kin,
Kouki,
Kinu,
Masako,
Kiyo,
Michi,
Kosuke,
Michiaki,
Kouta,
Naozumi,
Kyo,
Noritaka,
Kyomi,
Orochi,
Kyou,
Rei,
Makoto,
Reiko,
Masayo,
Riki,
Mikan,
Rin,
Mine,
Ryoto,
Mineyo,
Ryūji,
Misayo,
Ryuusei,
Mitsu,
Shin’Ya,
Miyo,
Shino,
Mon,
Shinta,
Natsu,
Sho,
Ne,
Shōhei,
Noa,
Shota,
Ran,
Shouta,
Ren,
Shuto,
Satoyo,
Sōma,
Seijun,
Sota,
Seiren,
Sou,
Shino,
Taijo,
Shinobu,
Taisei,
Subaru,
Takato,
Suzuki,
Takeshi,
Taiki,
Taku,
Takane,
Tatsuya,
Tamayo,
Teruyoshi,
Tomoe,
Tomiichi,
Tsubame,
Touji,
Tsuru,
Toya,
Yume,
Yamato,
Yumena,
Yu,
Yuu,
Yuka,
Aki,
Aito,
Akiara,
Akihito,
Akito,
Asas,
Ao,
Asuka,
Aoki,
Daido,
Atsuko,
Daijiro,
Chikako,
Daiksuke,
Chō,
Daitaro,
Daiki,
Daito,
Eiji,
Doi,
Etsuko,
Fumihiko,
Fuji,
Hansuke,
Hanami,
Hanzō,
Hikaru,
Haruma,
Himiko,
Haruta,
Ino,
Hayata,
Ishi,
Hisoki,
Jona,
Ikuo,
Kagami,
Izuki,
Kaname,
Jūrō,
Kanon,
Kanade,
Karou,
Katashi,
Kata,
Katsu,
Ko,
Katsuo,
Kokoa,
Kazu,
Kokoha,
Kazue,
Kokoro,
Kazuto,
Kyoto,
Keizo,
Machiko,
Kentaro,
Mahiro,
Kenzou,
Maho,
Kichiro,
Maiko,
Kira,
Masa,
Kita,
Masako,
Kohei,
Memori,
Koya,
Michiko,
Kuniko,
Mitsuki,
Kyosuke,
Miu,
Manzo,
Namiko,
Miki,
Nishi,
Mizu,
Nomi,
Namiko,
Ohara,
Naruhito,
Oki,
Natsuo,
Ono,
Noburu,
Orino,
Raijin,
Riki,
Reiji,
Riku,
Rikuto,
Sachi,
Ringo,
Saeko,
Saburo,
Sakurako,
Samuru,
Seiko,
Seiji,
Sen,
Seto,
Shin,
Shikamaru,
Shion,
Shiki,
Shoko,
Shoma,
Shun,
Shunsuke,
Soma,
Shusuke,
Tatsuo,
Suzu,
Tetsu,
Tadaaki,
Tokyo,
Taichi,
Tomi,
Takaya,
Tomo,
Takehiko,
Tori,
Takuma,
Toshi,
Tamaki,
Toshiko,
Tasuku,
Utano,
Tatsuki,
Wakumi,
Tetsuo,
Yori,
Tohru,
Yoshimi,
Toshiro,
Yua,
Tsukiya,
Yura,
Zen,
Yuuko,
Zenshiro,
Zen,
Zentaro,
Aneko,
Akifumi,
Chie,
Denki,
Chouko,
Fumihito,
Dai,
Gin,
Fumi,
Hachiro,
Fumio,
Hachirou,
Fusae,
Hakaku,
Hanane,
Hikari,
Hanano,
Hinata,
Hide,
Hiryur,
Hinako,
Hisato,
Hiro,
Itsuki,
Kameko,
Itsuo,
Kaoru,
Jomei,
Kazue,
Jurou,
Kazuno,
Kanji,
Kioko,
Kiyohiko,
Komako,
Kiyoto,
Koshoo,
Kohaku,
Kuma,
Kosuke,
Kura,
Kousuke,
Kuri,
Maki,
Mamiko,
Mana,
Masumi,
Miho,
Mayuko,
Mitsuko,
Meina,
Miyoko,
Minori,
Nagomi,
Miwa,
Naoyuki,
Moriko,
Naruto,
Nanako,
Natsu,
Oda,
Noriaki,
Okimi,
Ohta,
Reiki,
Reiki,
Sadako,
Ryoichi,
Shinju,
Saburou,
Sonoko,
Sachi,
Sugako,
Sachihiro,
Sunako,
Shinobu,
Takako,
Shinsaku,
Takiko,
Shion,
Tamura,
Shou,
Taya,
Shun,
Tazu,
Souma,
Toru,
Suzuki,
Tsumugi,
Taemon,
Urara,
Taisho,
Yasu,
Taru,
Yayoi,
Tomofumi,
Youko,
Tori,
Yu,
Touwa,
Yuta,
Touya,
Zakuro,
Yuuma,
