Name,Surname
Karina,Rømer
Jozef,Rønne
Kristian,Rosendahl
Klaus,Rossen
Kristine,Rytter
Knud,Severinsen
Laila,Skovgaard
Knut,Skytte
Larina,Sonne
Kurt,Steenberg
Lisbet,Storgaard
Leif,Strøm
Lisbeth,Therkelsen
Linus,Thrane
Lulla,Tønnesen
Luka,Truelsen
Margareta,Vilhelmsen
Magne,Abrahamsen
Merete,Adamsen
Mogens,Astrup
Mie,Bagge
Niel,Bentsen
Mikaela,Bjerrum
Niles,Boesen
Naja,Bork
Nils,Borup
Rakel,Brix
Odin,Bülow
Rebekka,Caspersen
Olaf,Damkjær
Runa,Damsgaard
Peder,Daugaard
Signe,Degn
Preben,Dideriksen
Sigrid,Ditlevsen
Rene,Drejer
Silje,Dyhr
Reno,Eliasen
Simone,Espensen
Severin,Espersen
Siri,Feddersen
Sirius,Foged
Stina,Gotfredsen
Tage,Groth
Thora,Gundersen
Thor,Haahr
Thyra,Hansson
Tore,Hinrichsen
Tove,Holmgaard
Tristan,Isaksen
Ulla,Josefsen
Trygve,Kastrup
Vibeke,Kirkeby
Ulrik,Kjærulff
Viola,Kloster
Valentin,Kofod
Vivi,Kromann
Vidar,Kvist
Abbie,Ladefoged
Aimo,Lindhardt
Agata,Martinussen
Alf,Mathiassen
Aila,Matthiesen
Alvar,Mørch
Aili,Mouritsen
Alvin,Mouritzen
Aina,Nørskov
Andre,Norup
Aino,Odgaard
Ansgar,Petersson
Airi,Philipsen
Benny,Pilgaard
Alli,Qvist
Bertil,Rahbek
Almira,Roed
Bertram,Rosenkilde
Amelia,Salomonsen
Casper,Skaarup
Anika,Skjødt
Charlie,Skøtt
Anja,Skriver
Eddie,Smedegaard
Annie,Stæhr
Edvin,Stephansen
Annika,Thuesen
Eero,Tolstrup
Betina,Troelsen
Espen,Vad
Caja,Vedel
Fritjof,Villumsen
Caroline,Westh
Gudmund,Wulff
Christel,Yde
Hampus,Antonsen
Daniela,Bentzen
Hannes,Boisen
Ditte,Borch
Harri,Børgesen
Dorthea,Boye
Harry,Brøndum
Elinor,Callesen
Heikki,Dall
Elli,Damm
Hemming,Elkjær
Elma,Erichsen
Inge,Eskesen
Elsa,Haagensen
Ingemar,Hede
Elvi,Hove
Jack,Jochumsen
Embla,Jonassen
Jacob,Korsgaard
Emmi,Lausen
Janne,Lindstrøm
Emmy,Lorentsen
Jannik,Månsson
Evy,Nicolaisen
Jerrik,Nicolajsen
Heli,Sejersen
Jesse,Steensen
Helvi,Torp
Jimmy,Willumsen
Hilde,See all Last Names by Nationality ~ Start Here
Joakim,See all Girl Name Categories ~ Start Here
Hilja,See all Boy Name Categories ~ Start Here
Johnny,See all Girl Name Categories ~ Start Here
Iben,See all Boy Name Categories ~ Start Here
Jon,
Isolde,
Joni,
Jaana,
Jonny,
Jannie,
Leo,
Jasmin,
Loke,
Jenna,
Martti,
Jenni,
Mats,
Jennie,
Matti,
Jenny,
Mauri,
Kala,
Max,
Kati,
Mika,
Katri,
Milo,
Kirsi,
Morgan,
Kirstine,
Nicholas,
Lilly,
Niclas,
Linnea,
Niko,
Lovise,
Nikolaj,
Lucia,
Noel,
Maren,
Olav,
Mari,
Olle,
Marja,
Olli,
Marna,
Osvald,
Mathilda,
Paavo,
Matilda,
Palle,
Maya,
Patrik,
Melina,
Pawel,
Milla,
Petri,
Moa,
Rauno,
Nellie,
Reijo,
Niina,
Rolf,
Noora,
Sam,
Nova,
Sanne,
Peta,
Seppo,
Ronja,
Simo,
Saara,
Steen,
Sabina,
Stig,
Saffi,
Sune,
Sanne,
Sven,
Sanni,
Tarben,
Siiri,
Teodor,
Siv,
Tim,
Sorina,
Timo,
Sorine,
Tom,
Sylvi,
Tomas,
Ulrica,
Tommy,
Ylva,
Ville,
Ada,
Adrian,
Alicia,
Albin,
Alisa,
Aleksander,
Amalia,
Aron,
Amina,
Artur,
Angelica,
Eirik,
Anita,
Elis,
Annegrete,
Emanuel,
Anneli,
Eric,
Anniina,
Erling,
Annikki,
Ernst,
Aurora,
Esa,
Barbro,
Even,
Beatrice,
Evert,
Carolina,
Fabian,
Catarina,
Filip,
Catharina,
Fredrik,
Cathrine,
Gabriel,
Charlotta,
Glenn,
Christine,
Henry,
Dina,
Herman,
Edith,
Isak,
Eeva,
Ivan,
Elena,
Ivar,
Eline,
James,
Elizabeth,
Jari,
Emelie,
Jimi,
Emilia,
Johannes,
Evelina,
Jonatan,
Gabriella,
Julian,
Greta,
Julius,
Hanna,
Kari,
Harriet,
Karsten,
Hedda,
Kristoffer,
Helena,
Leon,
Ingvild,
Leonard,
Isabel,
Ludvig,
Isabell,
Lukas,
Isabelle,
Malte,
Jessica,
Marco,
Josefin,
Marcus,
Josefina,
Marko,
Karolina,
Markus,
Katarina,
Mattias,
Katja,
Michal,
Kirsti,
Mikael,
Klara,
Mikko,
Kristin,
Nicklas,
Laina,
Nicolai,
Leena,
Nicolas,
Leila,
Niklas,
Lilja,
Nikolai,
Lovisa,
Ola,
Madeleine,
Olof,
Magdalena,
Omar,
Majken,
Onni,
Marika,
Oskar,
Marina,
Pedar,
Maritta,
Petter,
Martha,
Rafael,
Monica,
Robin,
Natalia,
Roland,
Nina,
Ruben,
Olga,
Sami,
Pernille,
Samuel,
Regina,
Sigurd,
Sarah,
Toivo,
Sari,
Tomi,
Selma,
Tommi,
Sinikka,
Toni,
Sophia,
Torsten,
Sophie,
Valter,
Stella,
Vegard,
Susanna,
Verner,
Suvi,
Viktor,
Svea,
Wilhelm,
Zahra,
Willamar,
Aleksandra,
Antti,
Arja,
Ari,
Arvada,
Arto,
Beate,
Arvid,
Brit,
Arvo,
Brita,
Atlas,
Carin,
Atle,
Carita,
Bernt,
Carola,
Børge,
Eila,
Bror,
Eivor,
Bruno,
Eli,
Christen,
Ewa,
Christiansen,
Gun,
Claes,
Gunda,
Eivind,
Gunhild,
Eskil,
Gunilla,
Esko,
Gunn,
Frode,
Gunnel,
Geir,
Gunvor,
Gregers,
Hege,
Gunnar,
Helga,
Gustaf,
Hella,
Hagen,
Helmi,
Håkan,
Henna,
Håkon,
Henny,
Håvard,
Hilda,
Ingvar,
Hilkka,
Jani,
Idun,
Jarle,
Ines,
Jarmo,
Ingegerd,
Jen,
Ingela,
Jostein,
Ingelise,
Jussi,
Jensine,
Kai,
Jorunn,
Kaj,
Jytte,
Kalle,
Kaija,
Kent,
Kaisa,
Kimmo,
Kajsa,
Kjell,
Kamilla,
Klas,
Kamma,
Krister,
Kari,
Lauri,
Karoline,
Lauritz,
Kathrine,
Lennart,
Kerstin,
Madsen,
Kristina,
Marx,
Liisa,
Matias,
Liselotte,
Osmo,
Lotta,
Ossi,
Lykke,
Ove,
Madelene,
Pål,
Maija,
Pauli,
Maire,
Pontus,
Malin,
Ragnar,
Marit,
Raimo,
Marita,
Rainer,
Marjo,
Reino,
Marjut,
Rikke,
Marte,
Risto,
Merja,
Roar,
Miia,
Salomon,
Minna,
Sander,
Mira,
Saxo,
Monika,
Simen,
Nielsine,
Sindre,
Oda,
Sixten,
Pauliina,
Sondre,
Ragna,
Staffan,
Ragnhild,
Stein,
Rebecka,
Steinar,
Renate,
Sten,
Riikka,
Stian,
Riitta,
Svante,
Rut,
Sverre,
Silja,
Teemu,
Sirkka,
Terje,
Sirpa,
Tobi,
Sisko,
Tor,
Sissel,
Tord,
Sonja,
Toru,
Stinne,
Trond,
Ulrika,
Tule,
Vibe,
Ulf,
Vigdis,
Urban,
Viktoria,
Wulf,
Vilde,
Zeus,
Abellona,
​​Asger,
Ailsa,
Amberson,
Alina,
Arend,
Almeta,
Argus,
Anndrea,
Arild,
Annelie,
Asbjörn,
Annemette,
Asbjørn,
Annette,
Asmund,
Annica,
Balder,
Anu,
Balduin,
Aud,
Bardo,
Augusta,
Bartram,
Aune,
Bendt,
Avilda,
Bengt,
Belinde,
Beorhtel,
Benedicte,
Berde,
Bergitte,
Birk,
Bergliot,
Bode,
Berit,
Bodil,
Birgitta,
Brede,
Birthe,
Christofferson,
Caisa,
Clemens,
Clady,
Dedric,
Cornelia,
Diederik,
Dakin,
Dierk,
Eija,
Dirch,
Elisabet,
Egil,
Elna,
Eino,
Elvira,
Ejnar,
Fanny,
Erkki,
Federikke,
Erlend,
Frederikke,
Esau,
Gelsomina,
Falke,
Gerd,
Falker,
Gerda,
Folke,
Gjerta,
Frej,
Grette,
Gamel,
Gro,
Gardiner,
Gytha,
Gert,
Hedvig,
Gorm,
Hillevi,
Gregos,
Hilma,
Gyrth,
Hjørdis,
Haki,
Ilona,
Heimericus,
Ingunn,
Heimo,
Irja,
Hjalmar,
Irma,
Hjalte,
Janne,
Ib,
Katariina,
Ilkka,
Kjersti,
Joonas,
Kolinka,
Joris,
Kristiina,
Jorma,
Larine,
Juha,
Lova,
Jukka,
Maiken,
Kåre,
Margarethe,
Kjetil,
Margit,
Kolinkar,
Margrethe,
Kornelius,
Marthe,
Lind,
Martine,
Ludwig,
Merethe,
Markku,
Meta,
Mauno,
Mettalise,
Niilo,
Mirja,
Nilas,
Mirjam,
Njal,
Pedrine,
Odd,
Pernilla,
Oluf,
Petrine,
Orn,
Pirjo,
Otte,
Pirkko,
Pekka,
Raija,
Reidar,
Raili,
Rickard,
Reidun,
Rikard,
Rigmor,
Runa,
Ritva,
Sejer,
Saima,
Sibbi,
Sanna,
Sinus,
Seija,
Svein,
Semine,
Tapani,
Solveig,
Tjalfe,
Solvej,
Torbjørn,
Synnøve,
Tovi,
Taniesha,
Tue,
Terese,
Uggi,
Thit,
Ulff,
Thita,
Veijo,
Thrya,
Veikko,
Trudel,
Veli,
Ulrikke,
Vilius,
Unni,
Vilmar,
Vigga,
Yngve,
Wilhelmine,
Yvan,
